0 0.120000
0 0.120000
0 0.280000
0 0.120000
0 0.180000
0 0.200000
0 0.220000
0 0.140000
0 0.080000
0 0.200000
1 0.080000
0 0.060000
0 0.180000
0 0.000000
0 0.140000
0 0.160000
0 0.120000
0 0.180000
0 0.220000
0 0.100000
0 0.180000
1 0.180000
1 0.100000
0 0.100000
1 0.160000
0 0.200000
0 0.220000
0 0.160000
0 0.140000
0 0.180000
0 0.140000
0 0.200000
0 0.180000
0 0.100000
0 0.022727
0 0.140000
0 0.280000
0 0.180000
1 0.160000
0 0.140000
0 0.200000
0 0.100000
0 0.140000
0 0.160000
0 0.160000
0 0.240000
1 0.180000
0 0.140000
0 0.220000
0 0.100000
0 0.160000
0 0.120000
0 0.180000
0 0.160000
0 0.140000
0 0.140000
1 0.160000
0 0.180000
0 0.180000
0 0.160000
0 0.160000
0 0.200000
0 0.120000
0 0.140000
0 0.180000
1 0.140000
0 0.160000
0 0.060000
1 0.060000
0 0.100000
0 0.120000
0 0.140000
0 0.160000
0 0.180000
0 0.140000
0 0.160000
0 0.160000
