0 0.460000
0 0.260000
1 0.260000
0 0.360000
0 0.360000
0 0.140000
0 0.120000
0 0.220000
0 0.320000
0 0.220000
0 0.280000
0 0.160000
0 0.140000
1 0.300000
0 0.320000
0 0.180000
1 0.280000
0 0.300000
1 0.280000
0 0.180000
1 0.440000
0 0.140000
0 0.240000
0 0.100000
0 0.240000
0 0.160000
1 0.180000
0 0.440000
0 0.180000
0 0.240000
0 0.200000
0 0.400000
0 0.260000
0 0.140000
0 0.240000
0 0.440000
1 0.200000
0 0.280000
0 0.320000
0 0.260000
0 0.200000
0 0.260000
0 0.260000
0 0.240000
1 0.100000
0 0.220000
0 0.220000
0 0.200000
1 0.160000
0 0.360000
0 0.300000
0 0.180000
0 0.180000
0 0.260000
0 0.240000
0 0.360000
0 0.160000
0 0.060000
0 0.280000
0 0.160000
0 0.240000
0 0.260000
0 0.180000
0 0.500000
0 0.320000
0 0.120000
0 0.160000
1 0.080000
1 0.220000
0 0.220000
0 0.160000
0 0.240000
1 0.240000
0 0.220000
1 0.060000
0 0.180000
0 0.220000
